6351069 0       6.433863
593780  4       3.343457
8330105 6       4.129559
8691015 15      5.754203
9191911 0       3.299532
5033781 16      5.695208
3359695 13      6.770719
2855777 16      6.707462
4114166 16      6.646438
7817779 0       6.720305
8466064 14      4.050677
1782764 16      4.086497
3601712 2       4.159999
3263710 5       3.927170
4918051 5       6.244178
8355908 15      4.055185
4656704 11      3.284148
8024382 11      3.197149
8864554 1       4.441685
8816529 13      5.736777
3250101 5       4.579672
2455792 6       3.165568
1984138 5       3.142443
7087457 0       6.117539
3819406 3       5.635279
4323260 0       6.422500
4151202 6       4.871955
9484728 15      6.160259
9922247 15      6.867382
666278  11      4.239082
6371311 4       3.172506
5877183 14      6.511592
2316030 7       6.158046
7237336 1       6.931484
3309683 13      5.596512
6451196 9       3.402705
9559429 11      3.238265
4865064 4       4.143087
4273093 1       6.262437
85298   9       3.759646
9971166 10      4.931451
756140  15      5.815540
800060  12      5.922920
5800012 0       6.291090
8212652 12      4.072578
5059297 6       7.118934
2497123 12      5.412144
1546741 8       5.915630
7091046 6       3.858293
7962051 15      3.277406
2157235 5       4.999711
8244202 15      3.734117
4351479 1       3.339596
7327109 14      5.686472
19683   3       5.905380
7161264 7       6.045327
7079793 5       5.489175
7537398 3       5.193587
2629702 8       4.855851
8911179 3       3.410572
6795717 11      4.533717
2484057 6       5.534066
3381858 6       3.335484
612664  16      3.203221
7991119 5       6.917255
8401544 11      4.552924
1557892 8       7.061531
3502689 5       3.618096
9698964 12      5.802867
6642777 16      4.271831
4348247 11      5.936037
3739971 8       5.466292
2435245 15      6.916091
9453784 6       4.964530
5975720 4       6.388569
6922775 10      5.282724
3754457 4       3.180724
6204569 9       3.432382
9379033 10      5.267822
5573782 7       5.522150
6993599 3       4.400865
335004  16      4.179696
5213504 11      5.323727
7003118 12      4.614746
9961015 7       5.597965
3659507 9       4.194981
5717909 2       3.370219
159453  12      5.116026
928866  11      3.489747
9595726 8       5.739942
1183835 1       4.915723
3055549 7       3.885074
6380377 16      4.870402
1800072 2       5.218135
8066416 2       4.140938
6210040 13      6.614736
8449911 6       5.500735
6028701 7       6.828309
9443696 5       3.504445
3250100 8       5.382907
6126325 4       6.805164
3358390 15      5.701111
3258734 14      6.334201
8499095 9       4.451615
7286943 12      6.812437
6264949 16      5.719988
2824724 5       5.847002
3203243 9       3.256373
4482134 5       6.544782
9565967 11      4.713978
6386583 12      5.596365
4733546 7       6.148425
6400314 11      5.179931
433279  15      5.906036
3488182 13      4.835760
752042  14      7.085605
4867041 8       5.558494
4391688 8       6.040027
7686020 2       6.411608
1813210 2       5.744322
7748684 15      5.258883
5527579 1       6.981399
3266801 15      4.578919
294970  8       4.347883
6248678 13      6.083876
4413353 5       3.318581
256757  16      6.742368
7581514 15      5.526444
1431994 14      4.567714
7778440 8       4.200330
3137863 15      5.693946
3158530 0       5.895242
4020667 6       4.253387
9061742 0       3.320075
7789733 10      4.947515
2765625 0       6.787623
7604510 9       5.056459
6232548 12      3.921482
2341506 2       3.184120
516379  11      4.947654
3323608 2       7.097059
4722859 3       5.645185
9279167 9       4.999690
7842725 10      3.696468
5319654 2       4.486488
1997254 9       3.336474
3577678 1       5.855323
4601042 13      3.733175
4120835 2       4.892321
6972826 16      5.528304
1762744 2       6.028128
2586446 11      6.895486
5464086 7       4.216487
5918070 12      5.770142
8546603 2       7.067978
8437777 7       4.320355
2996042 0       6.448586
4893376 2       4.445567
5380989 10      3.501809
9304805 4       5.169832
3620232 5       4.356654
1701125 14      6.762170
413327  2       3.463347
8343058 14      4.994164
9790044 12      3.398940
4833379 2       4.754295
3443042 4       6.656189
6118354 1       3.555033
7919858 11      6.593374
4042444 4       7.045500
5786540 15      3.632439
1900863 11      5.324037
4523056 14      3.202412
5568740 2       3.428284
9420013 8       5.527908
2600110 5       4.669032
3824783 15      5.325203
6847046 6       7.023837
4162060 7       6.989341
8618429 3       3.934437
4041653 15      5.208194
7552458 16      4.299330
9113674 11      5.168112
4911341 2       6.736828
2309716 12      4.585993
865695  3       4.277724
319091  8       5.466769
8664907 7       5.313328
1992147 15      4.423112
5033837 12      4.825308
3731039 0       7.095021
5454381 0       6.064357
1003631 2       3.975504
5352136 0       3.869054
7804797 6       4.136986
8579305 0       5.047913
1560785 7       6.671152
862592  4       3.592876
2270901 1       5.415784
8447954 7       6.792960
3429389 4       5.125883
6381751 1       6.398801
4723925 11      7.137135
4222125 16      6.948681
8731450 7       5.481043
8525521 6       6.245701
6237570 13      4.066122
4503285 13      4.209503
1919633 14      3.234377
1790808 10      4.603182
3202202 3       4.985675
1039223 0       5.437557
5696164 3       4.150179
166027  11      6.704390
2818520 15      5.492710
8766224 11      6.298259
8534317 7       6.652865
6200091 5       4.023310
8321861 15      5.796133
145532  1       3.821448
3895092 2       5.928317
662249  5       5.495733
4802874 7       3.503880
4727172 9       3.341143
2464807 4       3.918396
2376331 10      4.638997
4573142 13      6.474440
2279003 15      5.492846
6635143 10      4.199668
6126632 6       6.020980
3436457 14      6.993076
2732895 7       4.797661
9265915 6       3.920226
4680651 15      4.485972
1866940 3       4.310823
6193394 15      3.439208
1482698 7       3.819635
3697124 6       4.437407
6564010 8       6.723600
1184829 0       6.024605
8865677 6       3.372443
3758440 8       5.425718
23277   0       6.251641
414226  12      6.274376
4406443 0       3.924139
7892515 10      7.042973
4278580 13      6.079923
1779756 7       4.022321
8300434 4       6.308607
7203666 11      4.901714
146338  4       3.288866
9196331 3       5.134024
8077215 2       4.039451
2390762 5       6.263248
1313987 15      5.094390
8501298 4       5.473732
7336067 2       3.381456
1673208 2       4.756626
3892496 4       3.542129
1739113 5       3.631762
6547400 6       5.363123
6918387 14      6.927746
7957704 7       6.018417
4738876 14      3.222312
1394027 7       5.986211
132535  11      4.024401
3500856 11      6.619638
7896248 4       4.853979
1949039 16      7.061104
7512575 8       3.685309
5869489 8       6.782729
4911338 15      3.848010
1991341 7       5.758539
9323793 11      6.312553
1263082 7       4.806210
6845266 7       3.179539
7827331 9       4.082845
9149662 11      6.276538
3688235 12      7.115926
8994712 0       4.863498
4586917 0       6.263428
755543  7       5.985663
4311366 8       3.507070
9239276 5       4.211827
4231817 16      5.229156
5146078 11      3.872278
1224557 10      6.012662
3985814 7       3.673973
8474186 4       4.666019
8098642 16      5.965835
6425134 9       6.142791
694231  6       4.185005
5441826 6       3.474358
7657779 10      3.517078
3300290 10      4.365911
1801924 6       5.621729
2952848 15      3.369342
5640712 9       4.230730
9816782 4       4.302188
5336526 16      5.446802
3791080 10      6.875735
2532085 14      4.536859
1412126 0       4.483999
7552709 15      6.998108
4372745 4       3.825253
6736963 16      3.984474
6915997 3       3.545091
9468638 10      4.121536
3035528 15      6.186795
7726252 12      4.608026
4154007 12      5.717002
1398960 15      7.109736
3711081 2       3.382902
6508854 15      5.773923
8446474 0       6.127752
5019523 0       7.048499
2965911 0       7.123897
4652397 1       6.599062
3192055 10      3.386389
9275571 12      7.105674
6222611 13      3.589168
1963971 13      4.851941
1303468 13      6.568589
1756532 6       7.135214
418311  15      4.057832
1741933 0       6.758330
116161  1       4.283640
3054483 4       5.135846
8717851 7       6.404347
6670638 8       6.107719
903587  14      5.395679
2620292 10      5.093159
9214229 11      5.394857
4619218 15      5.659407
6271323 16      3.772973
3957049 13      5.856816
5102615 5       4.273746
8745054 16      4.488303
3394461 12      5.838551
3133905 11      4.436305
5886264 2       3.207088
3127333 1       5.156556
2705601 5       4.136276
1209964 9       4.396538
4413811 4       6.877455
7390268 14      6.553121
9487022 1       4.718856
4209190 6       6.169769
1779879 9       5.758503
1511155 14      3.973875
3122321 3       6.192229
2740949 6       3.312168
2448592 6       6.548791
2642010 7       5.590581
3104087 16      5.917696
8637759 1       5.053403
2056335 12      5.083292
6869494 4       7.042449
989742  9       4.632985
1175534 11      5.414006
3012241 12      6.201089
4453625 9       5.405147
9550045 4       4.014574
2052611 1       6.075830
136138  4       6.615974
8266154 4       4.944966
7388179 7       5.667972
4892568 13      5.605958
8612971 12      4.711731
2954637 1       3.671659
3277485 15      5.812364
465534  0       4.889668
8729519 9       3.216622
1979657 1       7.090354
3483912 11      4.312937
3530095 6       3.634093
8995077 10      4.813208
6512724 10      5.531421
2785449 2       4.258293
5209476 4       4.961904
569165  11      4.618541
8406294 8       5.697054
5289877 9       5.107369
6750083 7       6.347101
9133370 9       6.329252
6656368 11      3.733685
8376811 15      4.605015
2706124 13      6.305275
60328   11      4.074737
1457778 9       5.334277
4547535 4       6.381627
1793597 1       5.646158
3681631 2       5.187534
2289824 2       3.440815
3527743 3       5.837304
7508827 15      4.128397
8176799 12      3.480229
2740685 1       5.567519
2304065 3       3.678388
1075457 5       4.409558
315041  12      5.763022
6797197 1       4.273281
743785  10      4.353663
6555470 16      6.127808
6492413 1       4.452635
7320755 14      5.740466
2133611 12      5.151227
1546608 2       3.861306
8578290 8       3.404510
7610215 10      7.033508
7717623 14      5.310339
7988040 1       4.717204
5098787 1       4.157755
7653964 15      4.925951
37154   2       3.772391
5778566 13      3.268766
6753325 10      3.949269
7889685 0       3.289795
4518575 9       6.377841
4928287 5       7.012815
2908327 10      6.917335
629995  6       3.392521
2454692 4       5.373913
6446707 8       6.288096
1273439 15      3.350391
5180099 10      4.573224
2361526 3       6.697590
2264696 0       5.543031
8001463 8       6.960350
8373553 0       5.359237
7922939 9       4.367890
6873702 11      3.267503
4421700 3       4.100328
8890049 15      5.951336
3366326 15      4.571136
9887814 10      5.744601
2135603 4       6.288697
7840420 0       7.058897
1089463 15      6.995371
3370945 4       5.697199
6559910 5       5.045904
4025956 4       6.752751
6490641 13      4.200242
9467196 5       5.756437
3446101 10      5.136964
2848848 8       7.040869
8225020 7       5.768691
1929315 4       6.170484
829564  16      3.935890
9221851 16      6.397557
5201894 2       6.201045
9069167 6       5.772942
231517  13      4.391588
5847573 11      6.186770
4103973 2       5.618121
5779827 8       3.330221
1745264 1       4.416856
7458445 0       6.466977
2887679 10      6.158086
4975619 3       5.540085
4272046 9       6.224082
873435  5       5.392117
3968589 13      4.673501
7881002 0       4.249506
4959704 4       4.473017
3529310 14      4.996519
9363561 5       3.529999
2206535 7       3.768700
2219392 10      5.683504
9630356 8       4.185332
6547263 5       5.523130
71325   1       3.429055
29865   2       4.606714
7536345 9       3.763779
2458782 7       3.279401
392471  16      5.819064
1350427 3       5.495349
5593048 1       6.105222
9066441 10      5.274038
349072  4       4.883379
8861725 2       6.131333
5423050 3       5.618557
2953199 12      3.823401
3138870 11      3.481695
4525694 0       6.723380
4868374 4       4.742440
4548553 10      4.346992
5645248 2       3.589244
4661808 15      3.821803
1962893 8       4.370859
4972736 2       5.153910
3291402 3       4.170164
3767224 7       5.115747
4680918 9       6.603015
4880521 6       4.111305
7672014 1       6.665577
9349206 8       4.358372
879011  16      3.576885
4077210 4       3.691748
9914496 0       4.084209
408181  8       6.356918
1821778 16      3.992650
3239698 7       6.942150
9390580 16      3.296855
7287074 15      4.928664
3713712 12      4.648132
8985167 13      6.331761
9202381 11      5.579567
7338715 14      4.932444
8712623 7       3.863619
9858069 8       5.807817
7262545 5       4.684911
8245221 3       6.501851
4328527 6       5.199499
5609636 14      6.271493
6668912 9       5.900639
566082  4       5.319558
3474345 13      3.531605
1180285 16      6.493901
7334979 14      6.360815
8411484 14      3.145765
7764042 5       4.970098
6888164 4       6.752582
2483104 5       6.637613
4761006 4       4.839144
2907411 13      5.371717
6664873 16      5.320274
9640825 5       6.367620
3283691 4       4.719565
8926766 1       4.554768
2940515 14      3.397989
6170566 6       4.079931
3705319 1       3.183216
5349683 15      4.170356
4258474 9       7.028337
6171297 14      6.330092
8768946 12      3.389697
8561780 11      3.780855
1980988 0       4.122837
3344867 9       6.239644
2383948 8       5.502413
5567693 13      5.229379
7299949 7       4.291295
7937456 16      4.676419
7112864 16      7.104901
1213815 7       3.683085
6245305 8       3.341862
6033039 2       5.008038
6747719 4       6.160489
4212222 6       5.929732
908016  4       5.997254
1615767 14      3.616936
5699345 14      6.258617
2359059 4       3.854979
7204241 11      3.727937
3544642 3       6.161998
8133363 3       4.965639
56754   10      6.895728
9345569 3       7.043804
8543333 0       5.737669
7491680 8       7.032158
6513726 5       4.211927
8163271 7       6.900073
3232505 3       6.619096
5604428 8       6.502995
7077350 12      4.951826
6968835 0       6.478288
3477285 16      3.854069
6078406 4       4.323693
2755654 16      5.313818
241297  4       6.631149
7620777 7       4.763133
3141121 14      4.136538
7508794 10      5.457581
8532899 6       3.701232
3824728 1       3.208732
4927957 0       5.960342
246601  15      4.859901
9296342 14      4.351700
6984917 15      4.385002
9650463 10      3.927155
7238767 3       6.285800
8101528 8       3.727252
4159773 2       5.855262
2278903 2       5.740465
7090471 8       6.881093
5433281 0       3.956567
729184  7       4.776536
91465   9       5.611574
6578044 11      5.484768
4713582 0       4.530768
9758983 3       6.203388
3898813 7       4.974426
7658028 10      3.592179
1948204 5       5.580019
4229932 16      4.190589
6059200 6       3.424351
2396211 5       5.405069
5092568 7       5.406544
8889557 4       6.955174
7429568 14      6.600642
3433338 6       4.792225
6576626 16      6.295038
5864431 16      7.048087
1915505 4       3.597047
1130556 5       6.308705
387620  6       4.467992
308250  10      7.009696
3641188 4       6.216804
3634454 5       4.423576
2899658 4       5.819411
7172051 1       3.465551
4345    8       5.404771
4036826 15      6.739799
2910746 5       5.438779
1896958 0       3.197737
4728634 7       5.396863
20355   1       5.439600
3561760 9       4.941107
1076169 11      6.655043
5622866 6       4.211308
6932691 1       5.664925
3070173 6       6.967004
3943478 3       3.259082
4874248 2       5.260986
8659202 10      3.297482
4353464 6       6.872195
5445208 11      3.159433
2764115 5       5.835640
1587249 16      6.740206
2197529 1       3.621392
1968204 0       4.147296
9362479 16      4.490494
4130704 2       4.590034
6353995 11      4.026192
2528359 8       6.970198
7183236 1       6.520053
7912109 10      6.244433
6584335 8       3.300967
5665946 0       6.938843
3752681 5       5.208111
4924765 8       4.178015
1619104 6       4.100824
5430975 4       5.639249
7037388 3       6.667981
5271118 4       3.875153
8968546 8       4.933790
6772394 9       3.727750
7891365 3       3.940611
1537341 4       6.101421
2488386 12      7.140594
8092134 3       6.844230
6891565 7       5.418527
6545858 13      4.476884
7535778 14      4.860042
4553206 15      6.406634
518792  5       4.996099
8083119 9       4.776214
849408  8       6.209786
1698551 14      3.422791
2369691 10      4.460951
7778673 15      3.997102
2293891 4       3.554362
2179568 8       4.350512
4521770 9       4.220105
314773  13      6.719107
1149039 11      5.344337
6563949 2       4.026904
8070354 5       5.364111
4774155 12      6.228984
9744105 7       3.632099
8163005 8       5.631376
804305  3       5.883156
5804159 4       6.145102
2526667 2       4.065116
4710760 5       6.162117
9273054 14      5.956647
7020288 14      6.697470
3083689 0       4.365665
456865  0       3.602760
7736644 11      6.160675
8157769 0       5.299261
3175952 6       3.354598
3179873 14      6.838062
8753613 10      6.595046
7693033 0       4.371428
1113777 1       5.650835
146474  7       4.707726
512539  11      4.969597
6276172 6       6.144977
6891470 3       5.794898
8685746 12      3.817963
743507  11      5.600276
252458  10      3.641692
2478276 4       6.973566
478919  8       3.776230
8994948 1       4.437124
5486720 8       3.222231
475443  10      4.671465
8252532 1       7.008932
8796565 14      4.776378
4615401 13      4.476397
2870521 11      3.767479
9024185 11      4.379554
4841065 11      5.419211
151019  8       4.002373
7565645 15      3.180597
829477  10      6.132622
4373824 4       4.609425
269139  4       6.903693
9579976 8       6.746880
2162089 9       4.433469
476131  0       6.276199
6008829 16      4.329267
3329289 0       4.661289
5308283 15      6.962121
4563216 3       3.464979
6582402 6       4.801582
9058166 9       3.431686
7951862 8       4.949322
1118553 15      3.614604
488940  2       5.223629
904931  4       6.687548
6005129 15      3.560453
9693244 9       6.693576
5437584 1       3.457323
547714  9       4.486051
3092388 13      5.833128
3068790 13      6.725352
374313  15      3.614273
6960948 9       4.840138
5678711 3       3.592832
8485417 14      3.903304
4329938 5       6.378196
5833580 4       4.428215
5410020 16      5.680195
2626065 2       4.618592
8965482 7       3.526224
5238135 10      5.139790
4588696 2       4.444201
4603599 11      5.200193
2049100 12      4.389158
9504925 15      4.958123
9824050 7       5.289824
5559219 14      5.941436
8466771 15      4.883768
6991113 10      6.257748
4326714 12      6.493694
5006497 13      6.159599
8032901 4       4.867926
8427353 5       6.811852
7354018 14      6.940061
6745588 12      5.070211
8789246 12      3.768773
2748407 15      3.861115
2793557 9       6.167074
418240  1       6.073273
4105232 6       3.381866
4928834 3       6.573386
8166240 10      5.875667
8298769 7       3.761759
4841101 12      6.770545
1191540 7       4.551663
1228087 9       6.982609
4070646 16      4.241166
292440  12      6.953057
1398594 2       5.647418
6754022 6       6.007293
4860528 9       5.076169
7492373 8       4.402249
4560649 10      4.853580
6843553 5       3.224286
4678700 0       6.826871
8836559 13      6.781619
8976933 0       6.610577
411020  3       5.384169
7657765 13      7.139232
5706763 5       5.870819
4370591 8       6.106064
1142    11      3.856964
7267336 16      5.414721
8283436 3       4.630290
5751272 1       4.670171
2899656 5       6.813448
9813437 8       5.449401
4172305 15      3.758935
8304866 9       5.597706
9695208 5       4.604977
731263  7       7.136395
2751878 15      6.546077
4518024 7       6.203427
947999  9       3.281024
6193441 8       3.570145
8199857 14      5.510656
5741664 14      3.534054
886508  8       7.090829
3266453 6       3.494896
2041854 13      3.833302
6687025 13      5.883653
7264463 11      3.774062
7639078 5       6.066374
4225294 4       4.372417
5145659 1       4.182761
4922975 7       6.464103
1729315 16      6.366049
8115425 7       3.792225
1212307 8       4.637989
2393606 8       4.123627
5975399 3       7.103931
1347740 2       3.914952
6742786 11      5.193866
3849571 1       3.857384
3059785 16      3.164959
5686882 2       3.285688
2728057 8       3.808772
3072490 0       6.849520
1681617 14      5.075533
7780754 3       3.756369
2437312 7       5.866195
7267703 3       3.437462
9807262 12      5.021050
4172950 9       3.758359
304112  11      6.408088
1789588 9       4.066333
1817574 2       3.287857
4111848 3       3.450191
8958596 3       4.546789
7908092 14      6.953680
1234651 15      3.461906
313069  8       4.787120
7787128 10      6.315553
8520381 4       5.207759
64944   6       6.242121
4742810 15      4.726833
990166  10      3.583592
7166813 1       3.461665
3046678 2       6.974283
806837  10      4.639563
571926  2       4.465936
6914535 10      5.538855
7398214 11      4.394952
1733641 13      5.283332
4568253 4       3.282448
4025219 10      3.466528
4696355 14      4.309248
2303482 15      3.310335
8604202 1       6.416055
4389089 9       4.709023
5255276 2       4.868307
8847386 3       3.751108
3688651 10      6.899559
4968455 0       6.596109
1136749 10      6.238583
827094  11      3.577955
6145929 16      4.960308
5082738 12      4.642690
3825647 6       5.316592
2498461 15      5.042168
7472325 4       5.321591
5453428 13      5.355657
7254266 3       3.732677
4473772 4       6.044857
5073245 9       5.093615
1335660 5       4.741273
8683491 13      6.659665
2624316 14      3.396937
3097598 14      4.259698
4843810 14      6.567135
3247954 1       4.251798
5795819 10      6.454701
875811  15      4.843403
343362  2       3.317060
7257717 16      6.334004
7643040 13      3.488450
1241135 10      6.684798
6321881 8       6.075250
4255572 15      6.893548
7024345 3       6.449536
7698538 8       6.624953
5804731 15      4.785770
9497829 11      6.524477
1837020 6       4.624873
9387749 7       5.200632
1894702 9       4.508084
254108  8       3.715473
7958225 2       6.815322
4143017 15      3.643426
7200768 0       4.216045
5412388 3       6.807479
9369611 8       5.562125
3349538 16      3.778720
2779127 13      3.739523
3748617 12      3.714496
7297350 4       4.595720
7741871 4       3.365645
3880722 7       6.683002
9477609 7       6.353703
8007052 15      5.622796
5914116 1       6.652864
6675150 14      3.578012
8155033 4       4.398825
8422368 8       6.612993
